row	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test	disagreement_score
520	2	3	t36	An open question is whether the moves on the left more recently are sort of moving the Overton window to where these carbon taxes become seen as a centrist, business-oriented approach that can gain favor.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0004304510970538	0.0005765293989832	0.9989930195039628	2_3_t36	True	-24.0
521	2	3	t37	Global warming is already making it worse.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0004337674540435	0.9988264120574902	0.0007398204884661	2_3_t37	False	-5.825742227201615
522	2	3	t38	Last month was the hottest May globally.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.0014094445905555	0.0215539338509793	0.9770366215584648	2_3_t38	False	-5.825742227201615
523	2	3	t39	— Climate change is causing significant social unrest — is one that is being repeated with greater frequency by leading proponents of the theory humans are primarily responsible for causing global warming.	agrees	agrees	disagrees	agrees	neutral	agrees	neutral	agrees	0.0197697427639278	0.8313518403856941	0.148878416850378	2_3_t39	False	-0.30998015622252084
524	2	3	t4	A majority of respondents believe global warming has already begun.	agrees	neutral	agrees	agrees	neutral	agrees	neutral	agrees	0.0034352376312814	0.6548798119365928	0.3416849504321257	2_3_t4	True	-4.18226398830014
525	2	3	t5	Satellite photographs may suggest an area is completely clear of ice, but there is still a chance that a ship will encounter drifts of ice.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0004436421356535	0.0005776367517386	0.9989787211126078	2_3_t5	False	-24.0
526	2	3	t6	Earth is about to go through an extensive global cooling period.	agrees	agrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	0.8864813939526213	0.1101094647980379	0.0034091412493407	2_3_t6	False	-0.30998015622252084
527	2	3	t7	Increasing the use of wind will actually increase our emissions of carbon dioxide.	disagrees	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	0.0727827820175208	0.0026969233567641	0.9245202946257152	2_3_t7	False	-4.754887502163468
528	2	3	t8	If we look at the big picture, not only are the economic benefits [ of fossil fuels ] overwhelmingly positive, but the environmental benefits are overwhelmingly positive.	neutral	neutral	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	0.9223953201906322	0.0065303636774773	0.0710743161318903	2_3_t8	False	-0.30998015622252084
530	2	4	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees				2_4_s0	False	-5.825742227201615
531	2	4	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	neutral	neutral	agrees	agrees	neutral	agrees				2_4_s1	False	-4.0
532	2	4	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral				2_4_s2	False	-5.825742227201615
533	2	4	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				2_4_s3	False	-24.0
534	2	4	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				2_4_s4	False	-24.0
535	2	4	t0	The CRVT is the first iteration of a carbon risk tool and presently only offers a somewhat generalized analysis.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017314209506405	0.0016284140502597	0.9966401649990998	2_4_t0	False	-5.825742227201615
536	2	4	t1	It’s a primary contributor to the global warming that we see.	agrees	agrees	neutral	agrees	agrees	agrees	neutral	neutral	0.0028597772393696	0.9262045409206114	0.0709356818400188	2_4_t1	False	-4.18226398830014
537	2	4	t10	Global warming has added more moisture to the atmosphere, such that for any storm event, including Sandy, there will be more precipitation as a consequence.	agrees	neutral	agrees	neutral	agrees	agrees	neutral	neutral	0.0043865839057924	0.6376612756092676	0.3579521404849401	2_4_t10	False	-4.0
539	2	4	t12	About half the population of Cambridge, Massachusetts, across the Charles River from Boston and home to Harvard and MIT, could be locked in to a future below sea level by the early 2060s.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	neutral	0.0027920754702265	0.9346706110363572	0.0625373134934163	2_4_t12	False	-4.754887502163468
540	2	4	t13	There is such a tight relationship between sea level and temperature.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012904820092338	0.0022716221138883	0.996437895876878	2_4_t13	False	-5.825742227201615
541	2	4	t14	Any warming that may occur is likely to be modest and cause no net harm to the global environment or to human well-being.	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	0.9785248963696916	0.0028844480057723	0.0185906556245358	2_4_t14	False	-0.9433583328525625
542	2	4	t15	Only 16 percent of Republicans say they worry a great deal about global warming.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017964700993103	0.0016131509034602	0.9965903789972296	2_4_t15	False	-5.825742227201615
543	2	4	t16	Global warming, i.e. Climate Change, is not about environmental or politics.	agrees	neutral	neutral	neutral	neutral	disagrees	agrees	neutral	0.1009076922970892	0.0766377263697958	0.822454581333115	2_4_t16	False	-0.30998015622252084
544	2	4	t17	The evidence against “ man-made global warming ” theory is growing stronger and Republicans, being more skeptical of the mainstream media, and being better-informed generally, have been quicker to grasp the truth than Democrats.	disagrees	disagrees	neutral	agrees	disagrees	disagrees	neutral	neutral	0.8448718215933962	0.0683294190837942	0.0867987593228095	2_4_t17	False	-0.025062498798072874
545	2	4	t18	Carbon dioxide is coming out of your nose right now.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0018222236640442	0.001662302918316	0.9965154734176396	2_4_t18	False	-5.825742227201615
546	2	4	t19	Economic growth and poverty reduction will slow down and global food prices will rise between 3 and 84 percent by 2050 because of warmer temperatures and changes in rain patterns, according to documents obtained by The Associated Press.	agrees	neutral	agrees	neutral	agrees	neutral	neutral	neutral	0.0044652968066043	0.3599126220264656	0.6356220811669301	2_4_t19	False	-4.18226398830014
547	2	4	t2	A global temperature increase of even 2 degrees Celsius would be enough to produce catastrophic climate effects.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0009044835727706	0.9978607451908345	0.0012347712363949	2_4_t2	False	-5.825742227201615
548	2	4	t20	There is hardly any old, multi-year ice left.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.00229303233497	0.0187986127304076	0.9789083549346222	2_4_t20	False	-5.825742227201615
549	2	4	t21	The Greenland ice sheet seems to have survived a previous warm period in Earth’s history — the Eemian period.	neutral	neutral	neutral	neutral	neutral	disagrees	disagrees	neutral	0.0789008616834074	0.0039804386215696	0.9171186996950228	2_4_t21	False	-4.754887502163468
551	2	4	t23	Natural events such as storms, floods, and droughts happen anyway and it is hard to blame particular occurrences on global warming.	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	agrees	disagrees	0.9903369285362869	0.002172788338303	0.0074902831254102	2_4_t23	False	-0.9433583328525625
553	2	4	t25	The United Nations could be wiped off the face of the earth by rising sea levels if global warming is not reversed by the year 2030.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007596106703506	0.998447192029442	0.0007931973002072	2_4_t25	False	-24.0
554	2	4	t26	It’s just a trick created by pretending that all the scientists who agree that humans make a contribution to global warming (ie almost everyone).	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	0.9912716578109132	0.0015223491896631	0.0072059929994236	2_4_t26	False	-5.825742227201615
555	2	4	t27	The greatest number of polar bear attacks occurred in the partial decade of 2010— 2014, which is characterized by historically low summer sea ice extent and long ice-free periods.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0030951373583795	0.0662927609686476	0.9306121016729728	2_4_t27	False	-5.825742227201615
556	2	4	t28	In addition, our oceans absorb about 25 % of the carbon dioxide.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012662013928528	0.0022292728292858	0.9965045257778614	2_4_t28	False	-5.825742227201615
557	2	4	t29	The Obama administration plans to cut a national average of 32 percent of carbon dioxide emissions by 2030 from power plants’ 2005 levels.	agrees	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0029806097219125	0.0512829790896596	0.945736411188428	2_4_t29	False	-4.754887502163468
558	2	4	t3	It is not feasible to wait for a global agreement on climate change, on the lines of the Kyoto protocol.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0043140777384821	0.3550518575263753	0.6406340647351426	2_4_t3	False	-4.18226398830014
559	2	4	t30	There is a humanitarian imperative to meeting these growing global energy needs.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017430828103017	0.0015657325078966	0.9966911846818016	2_4_t30	False	-5.825742227201615
560	2	4	t31	The effects of climate change are accelerating, particularly in the Arctic region and on mountain glaciers that impact critical watersheds.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0009030203042657	0.997901757306072	0.0011952223896622	2_4_t31	False	-5.825742227201615
561	2	4	t32	Energy costs will increase not only because of the tax, but also because energy companies will raise prices across the board knowing that all consumers have more money to spend, thanks to carbon-tax dividends.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0012561983065954	0.0021624270002701	0.9965813746931343	2_4_t32	False	-5.825742227201615
562	2	4	t33	Gas prices will not drop significantly because oil is a global commodity and those prices are largely set by international market forces.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0011779610307845	0.0021533492949924	0.9966686896742232	2_4_t33	True	-5.825742227201615
564	2	4	t35	And for the sake of future generations, our generation must move toward a global compact to confront a changing climate before it is too late.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000794312803509	0.9983913381956716	0.0008143490008192	2_4_t35	True	-24.0
565	2	4	t36	The Earth could be heading for a new “ little ice age ” as solar activity drops once again.	agrees	neutral	agrees	agrees	agrees	neutral	disagrees	agrees	0.0053126340384328	0.8096425061648199	0.1850448597967472	2_4_t36	False	-0.30998015622252084
566	2	4	t37	Global warming would harm “ future generations ” either a moderate amount or a great deal.	agrees	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	0.0012901031197353	0.9978021989290228	0.0009076979512419	2_4_t37	False	-5.825742227201615
567	2	4	t38	The forests of the western United States account for 20% to 40% of total US carbon sequestration.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0017785090079698	0.0015133283664375	0.9967081626255928	2_4_t38	False	-5.825742227201615
568	2	4	t39	Global warming has stalled.	neutral	disagrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	0.6602599198067464	0.0047175040934969	0.3350225760997566	2_4_t39	False	-4.0
569	2	4	t4	Burning fossil fuels will indeed result in catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0008955322839901	0.9978792678131044	0.0012251999029054	2_4_t4	False	-5.825742227201615
570	2	4	t5	The Arctic’s albedo may be declining much faster than is estimated only a few years ago.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	0.0026780414513455	0.0425400277663905	0.954781930782264	2_4_t5	True	-4.754887502163468
571	2	4	t6	Scientists agree that future storms will be slightly stronger because of global warming and that sea level is rising faster than researchers once thought.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.0042688601498015	0.2609663546341564	0.7347647852160422	2_4_t6	False	-4.754887502163468
572	2	4	t7	Carbon dioxide has reached 400 parts per million in the atmosphere.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.0030482085211849	0.0657400561785806	0.9312117353002344	2_4_t7	True	-5.825742227201615
573	2	4	t8	A Yale report had a significant effect on public beliefs in global warming and trust in scientists.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0010892861491532	0.0014259686080354	0.9974847452428112	2_4_t8	False	-24.0
575	2	5	s0	Global warming is a hoax.	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				2_5_s0	False	-5.825742227201615
576	2	5	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral				2_5_s1	False	-4.18226398830014
577	2	5	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral				2_5_s2	False	-5.825742227201615
578	2	5	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				2_5_s3	False	-24.0
579	2	5	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral				2_5_s4	False	-5.825742227201615
580	2	5	t0	What’s happening there is a microcosm of a global trend: 90 percent of the world’s coral will be at risk of disappearance by 2030, thanks primarily to ocean acidification and global warming, both products of greenhouse gases released by human activity.	agrees	neutral	agrees	agrees	agrees	disagrees	agrees	agrees	0.0034885206898589	0.995191115510068	0.001320363800073	2_5_t0	False	-0.9433583328525625
582	2	5	t10	The window on keeping global warming below 1.5 degrees C is closing rapidly and the current emissions pledges made by signatories to the Paris Agreement do not add up to us achieving that goal.	agrees	neutral	agrees	agrees	agrees	disagrees	neutral	agrees	0.0081321600868811	0.9676247444044396	0.0242430955086793	2_5_t10	False	-0.30998015622252084
583	2	5	t11	The dramatic warming of the Arctic is, in turn, slowing down the hemisphere-sized loopings of the jet stream — with very similar consequences.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	0.0030559842762776	0.9666547938317508	0.0302892218919716	2_5_t11	False	-4.18226398830014
584	2	5	t12	Global warming made Sandy directly and unmistakably worse, because of its contribution to sea level rise.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	0.0023197597169855	0.9815888641523136	0.0160913761307007	2_5_t12	True	-4.754887502163468
585	2	5	t13	By the end of the century the chance of Sandy-level flooding in Lower Manhattan in any given year increases to 50 percent.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0061667681598186	0.2421704772524948	0.7516627545876865	2_5_t13	False	-4.18226398830014
586	2	5	t14	Whatever environmentalists may hope, the Obama White House and congressional Democrats are unlikely to make global warming a top issue in 2013 or 2014.	neutral	disagrees	neutral	disagrees	neutral	agrees	neutral	neutral	0.2071707008100848	0.0062330295785808	0.7865962696113343	2_5_t14	False	-0.30998015622252084
587	2	5	t15	Rising global temperatures during the 19th and 20th centuries may be linked to greater plant photosynthesis.	neutral	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	0.2789628205515243	0.002537380764123	0.7184997986843527	2_5_t15	False	-4.18226398830014
588	2	5	t16	The majority of Miami Beach is a flood zone.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0012726945961415	0.0018222832690185	0.9969050221348398	2_5_t16	False	-5.825742227201615
589	2	5	t17	Summer sea ice in the Arctic will disappear sometime this century.	neutral	neutral	agrees	agrees	neutral	disagrees	neutral	neutral	0.0173832179539568	0.2681246349081441	0.7144921471378989	2_5_t17	False	-0.30998015622252084
590	2	5	t18	Expansion of high carbon projects such as the proposed Keystone XL tar sands pipeline will undermine the good work being done in local communities across the country to fight climate change and reduce our dependence on oil.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.0024338834357783	0.980332334893202	0.0172337816710196	2_5_t18	False	-4.18226398830014
591	2	5	t19	In a worst-case global warming scenario, corn, cotton, and soy-bean yields could decrease by 80 percent by 2100.	agrees	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0055568970502704	0.1710229138139646	0.8234201891357649	2_5_t19	False	-4.754887502163468
592	2	5	t2	Such gases, mainly CO2 from the burning of fossil fuels, rose on average by 2.2 percent a year in 2000-2010, driven by the use of coal in the power sector.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	0.0065571265515364	0.3048514790565181	0.6885913943919455	2_5_t2	False	-4.0
593	2	5	t20	It is more certain than ever that humans are causing global warming.	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0019200559677768	0.9975297429187522	0.000550201113471	2_5_t20	False	-5.825742227201615
594	2	5	t21	Levels of carbon dioxide and methane, the two most influential of greenhouse gases, reached record highs in 2011.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	agrees	0.0031150682658843	0.9615422639129496	0.0353426678211662	2_5_t21	False	-4.18226398830014
595	2	5	t22	Two-thirds of Himalayan glaciers, the world’s “ Third Pole ”, could melt by 210.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	neutral	0.0066253058184832	0.5171201618158959	0.4762545323656209	2_5_t22	False	-4.18226398830014
597	2	5	t24	We appreciated that a planet running a fever is just like a person running a fever, which is to say it has a whole lot of other symptoms: in this case, droughts, floods, wildfires, habitat disruption, sea level rise, species loss, crop death and more.	agrees	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	0.1297909127491131	0.8655919948758988	0.004617092374988	2_5_t24	False	-0.9433583328525625
598	2	5	t25	In the last 10 years the surface of Greenland’s ice sheet has considerably darkened during the melt season, which in some areas is now between 6 and 11 days longer per decade than it is 40 years ago.	neutral	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	0.0089358349231812	0.0677034765965279	0.9233606884802908	2_5_t25	False	-0.30998015622252084
599	2	5	t26	You could do everything possible to minimize your own carbon footprint.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	0.0052513610921055	0.8453281105633317	0.1494205283445627	2_5_t26	False	-4.754887502163468
600	2	5	t27	Human activity contributes to global warming.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	0.0023476549547132	0.9814938504600652	0.0161584945852214	2_5_t27	False	-4.754887502163468
601	2	5	t28	But we are looking at carbon the same way we look at every pollutant under the Clean Air Act.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008758222943402	0.0005667598043511	0.9985574179013084	2_5_t28	False	-24.0
602	2	5	t29	It is too simplistic in its analysis of carbon loss from soil, which can vary over a single field, and vastly overestimated how much residue farmers actually would remove once the market gets underway.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008561005553579	0.0005652679718408	0.9985786314728012	2_5_t29	True	-24.0
603	2	5	t3	Greenland is not only melting.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	neutral	0.0066079411219452	0.4357661294832224	0.5576259293948324	2_5_t3	False	-4.18226398830014
604	2	5	t30	The end goal of this scheme is global governance with the creeps who polluted Copenhagen with their presence as our future overlords.	neutral	neutral	neutral	disagrees	disagrees	neutral	neutral	agrees	0.4169895465098524	0.032410323806277	0.5506001296838704	2_5_t30	False	-0.30998015622252084
606	2	5	t32	Many want us to switch to “ green ” energies like solar and wind so we can move away from fossil fuels.	neutral	agrees	neutral	neutral	neutral	agrees	neutral	agrees	0.00370759254014	0.0406363982655732	0.9556560091942866	2_5_t32	False	-4.18226398830014
607	2	5	t33	Unfortunately, the Trump administration has become a rogue outlier in its shortsighted attempt to prop up the dirty fossil fuel industries of the past.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.002359531310212	0.9801917397296402	0.0174487289601477	2_5_t33	False	-4.18226398830014
608	2	5	t34	A fossil fuel revolution is aborning.	neutral	neutral	neutral	neutral	agrees	neutral	agrees	neutral	0.0040156119942075	0.0642519863462078	0.9317324016595846	2_5_t34	False	-4.754887502163468
609	2	5	t35	Rising sea levels allowed tsunamis to reach much further inland, significantly increasing the risk of floods.	neutral	neutral	agrees	neutral	agrees	neutral	neutral	neutral	0.004004354166237	0.0605734307634046	0.9354222150703584	2_5_t35	False	-4.754887502163468
610	2	5	t36	That means methane may be a bigger global warming issue than thought.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	neutral	0.0046259254086328	0.8889731887436497	0.1064008858477173	2_5_t36	False	-4.18226398830014
612	2	5	t38	The Keystone XL pipeline-enabled production of tar sands oil would create as much as 5.3 billion metric tons of carbon dioxide-equivalent by 2050.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0009003319404653	0.0005779084244677	0.998521759635067	2_5_t38	False	-24.0
613	2	5	t39	On the warmest day this month, half the ice sheet’s surface is melting, double the norm for this time of year.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	neutral	0.0067012190225488	0.5200234328945529	0.4732753480828982	2_5_t39	True	-4.18226398830014
614	2	5	t4	The standard global warming narrative is stale and alienating — and perhaps worst of all, stuck in the technical weeds.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9996963156366128	0.0001598569668703	0.0001438273965167	2_5_t4	False	-24.0
615	2	5	t5	The release of the anthropogenic greenhouse gases contributed to 90 percent or even higher of the observed increase in the global average temperature in the past 50 years.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	neutral	0.0050832723250211	0.8401523273890742	0.1547644002859045	2_5_t5	False	-4.0
617	2	5	t7	By facilitating the exploitation of particularly carbon-dense Canadian tar sands, Canada will substantially increase greenhouse gas emissions into the atmosphere.	neutral	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0032193547593871	0.0293517968671997	0.9674288483734133	2_5_t7	False	-4.754887502163468
619	2	5	t9	Science disagrees with his phony claim that this cold snap has anything to do with Climate Change, Global Warming, or whatever these Truthers are calling it this week.	disagrees	neutral	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	0.9970369015305164	0.002260111287381	0.0007029871821025	2_5_t9	False	-0.9433583328525625
620	2	6	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees				2_6_s0	False	-5.825742227201615
621	2	6	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees				2_6_s1	False	-5.825742227201615
622	2	6	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				2_6_s2	False	-24.0
623	2	6	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				2_6_s3	False	-24.0
624	2	6	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				2_6_s4	False	-24.0
625	2	6	t0	It is inherently self-serving for the Intergovernmental Panel on Climate Change to identify human activities as the cause of global warming.	neutral	disagrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	0.7594563579862434	0.0025572569396664	0.2379863850740901	2_6_t0	False	-4.0
626	2	6	t1	There are numerous researchers predicting massive, catastrophic global warming within the next century.	neutral	agrees	neutral	neutral	agrees	agrees	agrees	agrees	0.0049227344161825	0.6961833433335873	0.2988939222502301	2_6_t1	False	-4.18226398830014
627	2	6	t10	Kauppinen is the author of a separate submission to Nature in 2010 that also contests the UN Climate Panel’s consensus view on the degree to which human activity contributes to global climate change.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.0021146131165974	0.0203177853705373	0.9775676015128651	2_6_t10	False	-5.825742227201615
628	2	6	t11	Such fires happened hundreds of years ago, after global temperatures had risen slightly.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007415109186589	0.0006247349922611	0.9986337540890798	2_6_t11	False	-24.0
629	2	6	t12	Nuclear power would not “ make a big difference in reducing carbon emissions in the next two decades, when the biggest reductions will have the most impact, ” because the industry could not build enough reactors during that time.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0036885690756682	0.000954152286861	0.9953572786374706	2_6_t12	False	-5.825742227201615
630	2	6	t13	We are instead seeing weather history repeat itself, and this poses an important question to activists pointing to Sandy as “ overwhelming evidence ” of global warming as its cause.	neutral	disagrees	disagrees	disagrees	disagrees	neutral	neutral	neutral	0.7567045901808882	0.0025580404414874	0.2407373693776244	2_6_t13	False	-4.0
631	2	6	t14	The Arctic Ice Sheet is at a record size for this time of year.	neutral	neutral	disagrees	neutral	neutral	neutral	agrees	disagrees	0.1859001717619969	0.0082009947649574	0.8058988334730457	2_6_t14	False	-0.30998015622252084
632	2	6	t15	Humans make a contribution to global warming.	agrees	agrees	neutral	neutral	agrees	neutral	agrees	agrees	0.0045253130667119	0.7847319213945058	0.2107427655387822	2_6_t15	False	-4.18226398830014
633	2	6	t16	This deal is expected to lead to the deployment of a global climate change refugee visa system that in the near future could help to more easily relocate individuals and corporations facing the impacts of climate change.	neutral	neutral	agrees	neutral	neutral	agrees	agrees	neutral	0.0037005867125287	0.1157456226506438	0.8805537906368274	2_6_t16	False	-4.18226398830014
634	2	6	t17	At the global level, nations must adopt transformative climate change policies.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	0.0023345669537112	0.9739421361217024	0.0237232969245863	2_6_t17	False	-4.754887502163468
635	2	6	t18	A runaway greenhouse effect on Venus led to temperatures hot enough to melt lead.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.002005939420732	0.0149734662912712	0.9830205942879968	2_6_t18	False	-5.825742227201615
636	2	6	t19	It would be healthy for the Intergovernmental Panel on Climate Change to focus on regional impacts and to focus on individual phenomena rather than the big global thing.	neutral	neutral	neutral	neutral	neutral	disagrees	disagrees	disagrees	0.2109556551945964	0.0027407799230067	0.7863035648823969	2_6_t19	False	-4.18226398830014
637	2	6	t2	The voluntary national contributions agreed in Paris would have to triple if the world is to cap global warming below 2 degrees C.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0019481513101508	0.014796716487963	0.983255132201886	2_6_t2	False	-5.825742227201615
638	2	6	t20	The irony of the US government touting “ cleaner ” fossil fuels even as they take steps to dismantle standards to prevent methane leaks and pollution from coal-fired power plants.	neutral	agrees	neutral	neutral	agrees	neutral	neutral	agrees	0.0050101982966347	0.3956772510483784	0.5993125506549869	2_6_t20	False	-4.18226398830014
639	2	6	t21	The ramifications of vanishing ice will also be felt far from the poles.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	0.0046883358703181	0.7070541016461575	0.2882575624835243	2_6_t21	False	-4.18226398830014
640	2	6	t22	Global tropical activity, which can be measured using the ACE Index (Accumulated Cyclone Energy), is near record lows according to peer-reviewed research.	neutral	disagrees	disagrees	neutral	neutral	neutral	agrees	neutral	0.1449501127437279	0.0078962450701699	0.8471536421861021	2_6_t22	False	-0.30998015622252084
641	2	6	t23	Global warming has already caused significant crises in Africa.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000758374657543	0.9986255694798816	0.0006160558625754	2_6_t23	False	-24.0
642	2	6	t24	Climate change will reduce crop output in many areas, sending global food prices soaring and triggering unrest among those already pushed to the limit under existing conditions.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007889145599312	0.9985874609337868	0.0006236245062817	2_6_t24	False	-24.0
644	2	6	t26	Global warming caused Sandy.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	0.0023421140007047	0.9730833669930592	0.024574519006236	2_6_t26	False	-4.754887502163468
645	2	6	t27	We can expect the Arctic to be ice-free in summer within 20 years.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	agrees	0.0049454882979838	0.5149581153728242	0.4800963963291921	2_6_t27	True	-4.0
646	2	6	t28	90 U.S. communities are considered “ inundated today, ” mostly in Louisiana and Maryland, where allegedly seas are rising and the land is sinking.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	neutral	0.0032427669958661	0.077757978298058	0.9189992547060758	2_6_t28	False	-4.754887502163468
647	2	6	t29	2 degrees is not good enough to avoid global catastrophe, and so we would have to cut carbon emissions enough to prevent world temperatures from rising more than 1.5 degrees Centigrade.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0021009516179506	0.980515665588896	0.0173833827931532	2_6_t29	False	-5.825742227201615
648	2	6	t3	Rising sea levels could force Los Angeles International Airport (LAX) to be moved.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0021860051851676	0.9766301432680832	0.021183851546749	2_6_t3	False	-4.754887502163468
